nama_kegiatan,skpd,harga_kontrak,nomor,nama_pekerjaan,metode,npwp,nama_perusahaan,alamat,hps,penawaran,setelah_negosiasi,alamat_pemenang,npwp
Belanja Kursi Tamu & Belanja Kursi Hadap & Belanja Tempat Tidur Tingkat & Belanja Kursi Putar & Belanja Meja Kerja 1/2 biro,Dinas Pencegahan dan Penanggulangan Kebakaran,51315000,027/1094/PBJ-PRT/DPPK,"Pengerukan Saluran, dan gorong-gorong Jl. Suryani, Jl.Terusan Suryani, Jl. Aksan",Pengadaan Langsung,31.295.734.3-429.000,CV.LUTHFI PUTRA,Pasir Intan No 2 Rt 006 rw 008,54738417,54323540,54204190,CV.LUTHFI PUTRA Pasir Intan No 2 Rt 006 rw 008,31.295.734.3-429.000
Pengadaan Contact Centre Sistem informasi pada DPPK Kota Bandung,Dinas Pencegahan dan Penanggulangan Kebakaran,197972500,027/810/PPL-CC/DPPK,Belanja Jasa Tenaga Pengamanan Kantor,Pengadaan Langsung,02.587.816.6-429.000,PT. SECURINDO NUSATAMA GEMILANG,KOMP.METRO INDAH MALL BLOK A-20,148440600,148225000,148148000,PT. SECURINDO NUSATAMA GEMILANG KOMP.METRO INDAH MALL BLOK A-20,02.587.816.6-429.000
Pembangunan Pondasi dan Beton Gedung Poswil/Sektor Selatan,Dinas Pencegahan dan Penanggulangan Kebakaran,173881420,027/404/PPL-PGS/DPPK,Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Meja Kursi & Belanja Dekorasi,Pengadaan Langsung,21.128.224.9-423.000,CV. PROFESOR EVENT,"Ruko Surapati Core Blok. M No. 28, Jl. P.H.H. Mustopa No. 39, Bandung",194071680,193672380,193221380,"CV. PROFESOR EVENT Ruko Surapati Core Blok. M No. 28, Jl. P.H.H. Mustopa No. 39, Bandung",21.128.224.9-423.000
Pengadaan Jasa Rakornis,Dinas Pencegahan dan Penanggulangan Kebakaran,76505000,027/826/PPL-RKS/DPPK,Belanja Modal Pengadaan Konstruksi/Pembelian*)Sarana Olahraga di 30 Kecamatan (Babakan Ciparay),Pengadaan Langsung,02.366.462.6-422.000,CV. GUDITA,Jl. Bougenvile II No.19 Gempol Asri Bandung,67776377,67190640,66650980,CV. GUDITA Jl. Bougenvile II No.19 Gempol Asri Bandung,02.366.462.6-422.000
Pengadaan Pelatihan/Diklat,Dinas Pencegahan dan Penanggulangan Kebakaran,114823500,027/1878/PPL-OE/DPPK,Belanja Jaket,Pengadaan Langsung,02.242.005.3-423.000,CV. MANGGALA CIPTA SARANA,JL. SUNIARAJA GG. APANDI RT.04/04 NO. 78/11A BANDUNG,148555000,148148000,147944500,CV. MANGGALA CIPTA SARANA JL. SUNIARAJA GG. APANDI RT.04/04 NO. 78/11A BANDUNG,02.242.005.3-423.000
Belanja Typol,Dinas Pencegahan dan Penanggulangan Kebakaran,77000000,027/429/PPL-TP/DPPK,Belanja Makanan dan Minuman Safari Ramadhan,Pengadaan Langsung,31.696.349.5-429.000,CV. KANAKA GLOBAL,Jl. Cikajang 5 No. 39,110880000,109800000,108360000,CV. KANAKA GLOBAL Jl. Cikajang 5 No. 39,31.696.349.5-429.000
Pengadaan Printer Ink Jet & Pengadaan Celuler & Pengadaan Laptop,Dinas Pencegahan dan Penanggulangan Kebakaran,148141400,027/1935/PPL-LCP/DPPK,Belanja ATK / Seminar KIT,Pengadaan Langsung,31.214.582.4-422.000,CV. SHIDQI,Jl. Sukamulya II no. 8 RT 004/009 Sukaasih Bojongloa Kaler,67443750,67072500,66825000,CV. SHIDQI Jl. Sukamulya II no. 8 RT 004/009 Sukaasih Bojongloa Kaler,31.214.582.4-422.000
Pengadaan Radio HF/FM (Handy Talky) & Pengadaan CCTV & Pengadaan Camera DSLR + Water Froop Case,Dinas Pencegahan dan Penanggulangan Kebakaran,60722200,027/1934/PPL-CRC/DPPK,Belanja Makanan dan Minuman Pegawai Pelaksanaan Kegiatan UKS Kota Bandung,Pengadaan Langsung,31.491.270.0-423.000,PT. LESTARI AGUNG MULIA/HOTEL NEWTON,Jl. RE Martadinata No. 223-227,62500000,57500000,56250000,PT. LESTARI AGUNG MULIA/HOTEL NEWTON Jl. RE Martadinata No. 223-227,31.491.270.0-423.000
Belanja Kelengkapan Kendaraan Operasional (Flash Light),Dinas Pencegahan dan Penanggulangan Kebakaran,66638000,027/1937/PPL-FL/DPPK,Belanja Sewa Peralatan Panggung dan Upacara & Belanja Sewa Tenda & Belanja Sewa Meja kursi,Pengadaan Langsung,02.333.168.9-429.000,CV. AGS,Jl. Propelat No.8,58370400,58180100,58030500,CV. AGS Jl. Propelat No.8,02.333.168.9-429.000
Belanja Kursi Pimpinan Rapat & Belanja Kursi Rapat & Belanja Lemari Es & Belanja Peralatan Olah Raga Tenis Meja dan Tread Mil Electrick,Dinas Pencegahan dan Penanggulangan Kebakaran,65664060,027/1936/PPL-KLO/DPPK,Belanja Jasa Penyelenggaraan Acara Bimbingan Teknis Penyusunan SOP,Pengadaan Langsung,31.589.244.8-423.000,PT. AGEEF,Jl. Cisitu Lama XI No. 4,94002500,93717500,93432500,PT. AGEEF Jl. Cisitu Lama XI No. 4,31.589.244.8-423.000
Pengadaan Fire and Rescue Mobile Equipment,Dinas Pencegahan dan Penanggulangan Kebakaran,115238750,027/897/PPL-FRME/DPPK,Pengadaan Tempat Tidur di Rumah Dinas Wakil Walikota Dan Sekda,Pengadaan Langsung,21.070.325.2-424.000,CV. FAZA AGUNG,Jl. Buana Mekar No. 18 Logam,114998400,114510000,114345000,CV. FAZA AGUNG Jl. Buana Mekar No. 18 Logam,21.070.325.2-424.000
Belanja Modal Kursi Kerja dan Kursi Rapat,Dinas Pendidikan,54560000,005/PPBJ-PPPL/02.12/2014,Rehabilitasi Jl.Wastukancana,Pengadaan Langsung,01.455.772.2-428.000,CV. SEKAR WANGI,Jl. Kopo Cirangrang Gg. Bapak Nasih No. 41 Kota Bandung,140308182,139484030,139020120,CV. SEKAR WANGI Jl. Kopo Cirangrang Gg. Bapak Nasih No. 41 Kota Bandung,01.455.772.2-428.000
Belanja jasa tenaga pengamanan kantor,Dinas Pendidikan,194634000,009/PPBJ-05.04-03.17/Disdik/2014,Peningkatan Jl.Panyileukan F1,Pengadaan Langsung,21.076.842.0-446.000,CV. SALSABILA,Dsn Burujul No. 54,133268919,132622950,132147900,CV. SALSABILA Dsn Burujul No. 54,21.076.842.0-446.000
Belanja pengadaan komputer/PC,Dinas Pendidikan,73920000,006/PPBJ-PPPL/22.01/2014,"Peningkatan Jl. Thariq bin Ziyad, Jl. Salman Al-Faritsi",Pengadaan Langsung,02.266.809.9-445.000,CV.TRI UTAMA,Jl. Ciloa No.55 Soreang,199151322,198516220,198062580,CV.TRI UTAMA Jl. Ciloa No.55 Soreang,02.266.809.9-445.000
Belanja pengadaan komputer note book,Dinas Pendidikan,81840000,007/PPBJ-PPPL/22.01/2014,"Peningkatan Jl. Umar bin Khattab, Jl. Amar bin Yasir (lanjutan)",Pengadaan Langsung,31.266.587.0-445.000,CV. DUA R,Jl. Ciloa No.19 Rt.03 Rw.10,199115012,198465130,198011380,CV. DUA R Jl. Ciloa No.19 Rt.03 Rw.10,31.266.587.0-445.000
Belanja Jasa Cleaning Service,Dinas Pendidikan,143441370,009/PPBJ-SPPL.CS/02.26/2014,PPS-28 Pengerukan Sedimen Sal. Leuwilimus II Kec. Bojongloa Kidul,Pengadaan Langsung,02.587.865.3-429.000,CV. KILIMANJARO,Komp Pinus Regensi Jl. Kilimanjaro No. 27,141283746,140928780,140818780,CV. KILIMANJARO Komp Pinus Regensi Jl. Kilimanjaro No. 27,02.587.865.3-429.000
Belanja Alat Tulis Kantor (ATK) Lembaga,Dinas Pendidikan,83517500,010/PPBJ-PPPL/18.06/2014,Rehabilitasi/Pemeliharaan Periodik Jl.Griya Winaya Ujungberung,Pengadaan Langsung,02.587.598.0-429.000,CV. RIKAY KARYA,jl. Senam Indah 1 No. 12,197495943,196877490,196569490,CV. RIKAY KARYA jl. Senam Indah 1 No. 12,02.587.598.0-429.000
Belanja alat tulis siswa PAUD,Dinas Pendidikan,169628800,018/PPBJ-PPPL/15.15/2014,Peningkatan Jl. Nawawi (Utara),Pengadaan Langsung,02.778.581.5-423.000,CV. TIWA MEKAR,jl. sukasirna II No. 135/139A Bandung,145752404,144861040,144462270,CV. TIWA MEKAR jl. sukasirna II No. 135/139A Bandung,02.778.581.5-423.000
Belanja Alat Tulis Kantor UPT 1-10,Dinas Pendidikan,196537000,013/PPBJ-PPPL/18.02/2014,Peningkatan Jl.Porib Dalam,Pengadaan Langsung,21.149.994.2-445.000,CV. BASUN JAYA,Jl. Laswi No.28 Bale endah,111938160,111009700,110672200,CV. BASUN JAYA Jl. Laswi No.28 Bale endah,21.149.994.2-445.000
Belanja makanan dan minuman kegiatan rapat kerja,Dinas Pendidikan,117216000,009/PBJ-PENG/06.01-11.04/2014,Pembangunan PJU JL. RANCA NUMPANG,Pengadaan Langsung,31.258.949.2-425.000,CV LESTARI,Jl. Padasuka No.70/78 RT.002 RW.004 Lengkongsari Tawang Tasikmalaya,140337003,139980370,139771090,CV LESTARI Jl. Padasuka No.70/78 RT.002 RW.004 Lengkongsari Tawang Tasikmalaya,31.258.949.2-425.000
Belanja sewa sarana mobilitas darat,Dinas Pendidikan,124078500,009/PBJ-PENG/06.01-08.01/2014,BDS.68. Pasangan TPT Sal. Cibogo Kec. Sukajadi,Pengadaan Langsung,02.065.108.9-429.000,CV. SAHABAT,Jl. Rengasdengklok IV No.2 Kel. Antapani Kidul Kec. Antapani Bandung,133148056,132335630,132115630,CV. SAHABAT Jl. Rengasdengklok IV No.2 Kel. Antapani Kidul Kec. Antapani Bandung,02.065.108.9-429.000
Belanja Alat Tulis Kantor Dinas Pendidikan,Dinas Pendidikan,119163000,07/PPBJ-01.10/Disdik/2014,PPS-70 Pasangan TPT Sal. Pasirjati Kec. Ujung Berung,Pengadaan Langsung,31.454.113.7-429.000,CV. DIAN PRATAMA,Jl. Haruman Sari No.145,125629744,125238270,125121670,CV. DIAN PRATAMA Jl. Haruman Sari No.145,31.454.113.7-429.000
Penambahan daya listrik,Dinas Pendidikan,70823220,009/PPBJ-PPBL.PDL/01.12/2014,"Rehabilitasi trotoar dan Pengerukan Saluran dan , Tali air, Gorong-gorong Jl.Jakarta",Pengadaan Langsung,02.203.480.5-429.000,CV. PUTRA ANUGRAH,Jl.Kawali 4 No.10,191877979,190986850,190612780,CV. PUTRA ANUGRAH Jl.Kawali 4 No.10,02.203.480.5-429.000
Belanja modal pengadaan konstruksi/pembelian gedung kantor SMPN 34,Dinas Pendidikan,127200000,010/PPBJ-PENG/16.62-SMPN34/2014,RKK.19. Pasangan Pagar Pengaman S. Leuwilimus II Kec. Bojongloa Kidul,Pengadaan Langsung,31.753.636.5-429.000,PT. SHEINA USAHATAMA,Jl. Riung Karya 4-B No. 7,62003839,61116330,60978810,PT. SHEINA USAHATAMA Jl. Riung Karya 4-B No. 7,31.753.636.5-429.000
Belanja modal pengadaan konstruksi/pembelian gedung kantor SMPN 36,Dinas Pendidikan,127100000,010/PPBJ-PENG/16.62-SMPN36/2014,PPS-32 Pengerukan Sedimen Sal. Cikakak Kec. Astana Anyar,Pengadaan Langsung,01.644.036.4-424.000,CV. PANCANITI,Jl. Jakarta No. 20-22 Kav.3,84621097,84487950,84363650,CV. PANCANITI Jl. Jakarta No. 20-22 Kav.3,01.644.036.4-424.000
Belanja modal pengadaan konstruksi/pembelian gedung kantor SMPN 45,Dinas Pendidikan,127320000,010/PPBJ-PENG/16.62-SMPN45/2014,PPS-62 Pasangan TPT S. Cikendal Kec. Bandung Kulon,Pengadaan Langsung,02.778.564.1-423.000,AYUNING.CV,Jl. Pasirlayung Tengah No. C 12,99882512,99690140,99658790,AYUNING.CV Jl. Pasirlayung Tengah No. C 12,02.778.564.1-423.000
Belanja modal pengadaan konstruksi/pembelian gedung kantor SMPN 10,Dinas Pendidikan,127280000,010/PPBJ-PENG/16.62-SMPN10/2014,Rehabilitasi JL.RW.13 Kel.Pasangrahan (Lanjutan),Pengadaan Langsung,01.691.995.3-429.000,CV. PANCA PERDANA,Jl. Plered 14 No. 3 Antapani,199094098,197640190,197301420,CV. PANCA PERDANA Jl. Plered 14 No. 3 Antapani,01.691.995.3-429.000
Belanja modal pengadaan proyektor,Dinas Pendidikan,77550000,009/PPBJ-PPBL.SMPN51/23.04/2014,BDS.42. Pasangan TPT S. Cibeurem Cigondewah II Kec. Bandung Kulon,Pengadaan Langsung,02.203.602.4-429.000,CV.RIVAL,"jl.jatiwangi 8 no 42, antapani bandung",96329276,95601820,95233780,"CV.RIVAL jl.jatiwangi 8 no 42, antapani bandung",02.203.602.4-429.000
Belanja pemeliharaan sanitasi (air bersih dan air kotor),Dinas Pendidikan,58958950,010/PPBJ-PENG/02.42-20.04/SPTNG/2014,Peningkatan Jl.Hasan Saputra IV,Pengadaan Langsung,31.454.113.7-429.000,CV. DIAN PRATAMA,Jl. Haruman Sari No.145,197265101,196397130,195997270,CV. DIAN PRATAMA Jl. Haruman Sari No.145,31.454.113.7-429.000
Belanja pemeliharaan WC dan sanitasi,Dinas Pendidikan,98345000,010/PPBJ-PENG/02.42-20.04/WCKM/2014,Peningkatan Jl.Menuju SMA 21/SMP 42 Rancasawo,Pengadaan Langsung,31.447.629.2-421.000,CV SUKENI,Jl. Pasantren No.2 RT.001 RW.015 Kel. Cibabat Kec. Cimahi Utara,166960047,166173920,165763500,CV SUKENI Jl. Pasantren No.2 RT.001 RW.015 Kel. Cibabat Kec. Cimahi Utara,31.447.629.2-421.000
Rehabilitasi ruang kelas SMAN 13,Dinas Pendidikan,191438600,010/PPBJ-PENG/17.44-SMAN13/2014,Peningkatan Jl.Sumber Endah Dalam RW.06,Pengadaan Langsung,02.913.082.0-424.000,CV. MULTI SENTOSA ABADI,Jl. H. Akhsan I No.II ( Pav ) Kota Bandung,172330915,171552980,171144350,CV. MULTI SENTOSA ABADI Jl. H. Akhsan I No.II ( Pav ) Kota Bandung,02.913.082.0-424.000
Rehabilitasi ruang kelas SMAN 7,Dinas Pendidikan,95465000,010/PPBJ-PENG/17.44-SMAN7/2014,"Peningkatan Jl. Bunga Bakung V, Jl.Bunga Bakung VI",Pengadaan Langsung,31.453.428.0-424.000,CV THREE MUSKETEERS,Jl. Babakan Priangan V No.18 RT.002/001 Ciseureuh Kec. Regol Bandung,195102971,193608810,193254910,CV THREE MUSKETEERS Jl. Babakan Priangan V No.18 RT.002/001 Ciseureuh Kec. Regol Bandung,31.453.428.0-424.000
Belanja ATK KIT kegiatan sosialisasi dan pelatihan penilik & pamong,Dinas Pendidikan,57428800,023/PPK-PPPL/18.07/2014,Belanja Cetak Buku Induk Penduduk,Pengadaan Langsung,01.827.575.0-429.000,CV. FENNESA WICITA PRAYA,Jl. GIRI RAHAYU II NO. 6,99756250,99274170,98862500,CV. FENNESA WICITA PRAYA Jl. GIRI RAHAYU II NO. 6,01.827.575.0-429.000
Belanja modal pengadaan proyektor SMP Negeri 22 & Belanja Modal Pengadaan Handycam & Belanja modal pengadaan Kamera & Belanja Modal Pengadaan Lemari Buku & Belanja modal pengadaan printer & Belanja modal pengadaan komputer note book & Belanja modal pengadaan komputer/PC & Belanja Modal Pengadaan Pendingin Ruangan,Dinas Pendidikan,78047750,009/PPBJ-PPBL.SMPN22-BM/23.04/2014,Pembuatan Kirmir di TPU Cikutra,Pengadaan Langsung,21.097.383.0-429.000,CV. KURNIA PRIMA JAYA,Jl. Haruman Sari No. 145 Ujung Berung,99999614,99118000,98809700,CV. KURNIA PRIMA JAYA Jl. Haruman Sari No. 145 Ujung Berung,21.097.383.0-429.000
Rehabilitasi Ruang Kelas SMKN 1,Dinas Pendidikan,94846500,010/PPBJ-PENG/17.44-SMKN1/2014,Pembangunan Taman Mobile,Pengadaan Langsung,02.204.233.7-429.000,CV. GILANG ADITYA PERKASA,Jl. Guruminda No. 4 Blok A-65 Arcamanik Bandung 40293,174950456,173093820,172060350,CV. GILANG ADITYA PERKASA Jl. Guruminda No. 4 Blok A-65 Arcamanik Bandung 40293,02.204.233.7-429.000
Belanja modal pengadaan mesin cetak SMP Negeri 38,Dinas Pendidikan,63800000,009/PPBJ-PPBL.SMPN38/23.04/2014,Belanja Pemeliharaan Bangunan,Pengadaan Langsung,02.241.912.1-423.000,CV. CISABUK BANGKIT RAHARJA,JL. TUBAGUS ISMAIL NO. 53/153 A BANDUNG,194284182,193529900,192985240,CV. CISABUK BANGKIT RAHARJA JL. TUBAGUS ISMAIL NO. 53/153 A BANDUNG,02.241.912.1-423.000
Belanja modal pengadaan lemari kaca & Belanja modal pengadaan kursi kerja & Belanja modal pengadaan meja kerja & Belanja modal pengadaan komputer note book & Belanja modal pengadaan brankas,Dinas Pendidikan,96609150,009/PPBJ-PPBL.SMPN9-BM/23.04/2014,Belanja Modal Pengadaan Sound System Ruang Conference BBC & Belanja Modal Pengadaan Infocus Statis (braket + layar) & Belanja Modal Pengadaan Infocus Portable & Belanja Modal Pengadaan TV Flat & Belanja Modal Pengadaan TV 42 & Belanja Modal Pengadaan Pendingin Ruangan/AC + Pemasangan,Pengadaan Langsung,01.691.611.6-423.000,CV. DWI DERMA PUTERA,Jl. Sukasirna No.57 Bandung,78925000,76725000,75295000,CV. DWI DERMA PUTERA Jl. Sukasirna No.57 Bandung,01.691.611.6-423.000
Belanja Pemeliharaan Bangunan Kantor Dinas Pendidikan Gedung Timur dan Ruang Pengawas/Penilik,Dinas Pendidikan,118340000,010/PPBJ-PENG/02.42-20.04/GDTMR/2014,Belanja makanan dan minuman kegiatan Penilaian Angka Kredit (PAK),Pengadaan Langsung,21.147.729.4-429.000,CV.KARYA MUDA MANDIRI,Jl.Sariwates IV No.32 Antapani,53820000,53280000,52800000,CV.KARYA MUDA MANDIRI Jl.Sariwates IV No.32 Antapani,21.147.729.4-429.000
Belanja Pemeliharaan Bangunan Kantor Dinas Pendidikan Gedung Tengah,Dinas Pendidikan,78766700,010/PPBJ-PENG/02.42-20.04/GDTGH/2014,Belanja Pemeliharaan Bangunan Sarana Bermain PAUD,Pengadaan Langsung,02.778.581.5-423.000,CV. TIWA MEKAR,jl. sukasirna II No. 135/139A Bandung,156502500,155347500,154000000,CV. TIWA MEKAR jl. sukasirna II No. 135/139A Bandung,02.778.581.5-423.000
Belanja Pemeliharaan Bangunan Kantor Dinas Pendidikan Gedung Barat,Dinas Pendidikan,78770000,010/PPBJ-PENG/02.42-20.04/GDBRT/2014,Belanja Modal Pengadaan Mebeulair SDN Merdeka,Pengadaan Langsung,31.678.048.5-428.000,CV. DWI NUANSA DINAMIKA,Jl. Geger Kalong Girang No. 44C,165891000,165473000,161480000,CV. DWI NUANSA DINAMIKA Jl. Geger Kalong Girang No. 44C,31.678.048.5-428.000
Belanja Pemeliharaan Halaman dan Pagar Kantor Dinas Pendidikan,Dinas Pendidikan,118624000,010/PPBJ-PENG/02.42-20.04/LPPGR/2014,Belanja Modal Pengadaan Mebeulair SDN Tikukur,Pengadaan Langsung,02.446.009.9-424.000,CV. PRIMAS RAYA,Jl. Majalengka Dalam No. 31,82945500,82680400,80740000,CV. PRIMAS RAYA Jl. Majalengka Dalam No. 31,02.446.009.9-424.000
Belanja Modal Pengadaan Proyektor SMP Negeri 42 & Belanja modal pengadaan kursi kerja & Belanja modal pengadaan komputer/PC,Dinas Pendidikan,121522500,009/PPBJ-PPBL.SMPN42-BM/23.04/2014,Belanja Modal Pengadaan Mebeulair SDN Padasuka 1,Pengadaan Langsung,02.241.912.1-423.000,CV. CISABUK BANGKIT RAHARJA,JL. TUBAGUS ISMAIL NO. 53/153 A BANDUNG,82945500,82472500,80740000,CV. CISABUK BANGKIT RAHARJA JL. TUBAGUS ISMAIL NO. 53/153 A BANDUNG,02.241.912.1-423.000
Belanja cetak sertifikat PBKB & Belanja cetak sertifikat LKS/Bela Negara,Dinas Pendidikan,127281000,033/PPBJ-PPPL.BC/17.70/2014,Belanja Bahan/Bibit Tanaman & Belanja Bahan Baku Bangunan,Pengadaan Langsung,02.778.717.5-423.000,CV. D FANTA,Jl. Awibitung No.279/143E Cicadas,64999550,64839170,64746550,CV. D FANTA Jl. Awibitung No.279/143E Cicadas,02.778.717.5-423.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 6,Dinas Pendidikan,67930500,009/PPBJ-PPBL.PBKB6/17.70/2014,Belanja Modal Fasilitas Kelengkapan Sedan Patwal,Pengadaan Langsung,70.920.667.6-444.000,CV. DWI MAHARANI,Komp Sukani 2 Jl. Melati V E 23,72600000,71940000,71940000,CV. DWI MAHARANI Komp Sukani 2 Jl. Melati V E 23,70.920.667.6-444.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 9,Dinas Pendidikan,68172000,009/PPBJ-PPBL.PBKB9/17.70/2014,Pengadaan Cetakan,Pengadaan Langsung,02.241.422.1-423.000,CV. CAMILLA,JL. DR. SLAMET NO. 31 BANDUNG,99682000,99429000,99176000,CV. CAMILLA JL. DR. SLAMET NO. 31 BANDUNG,02.241.422.1-423.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 10,Dinas Pendidikan,68172000,009/PPBJ-PPBL.PBKB10/17.70/2014,Pengadaan Jasa Layanan Informasi Animasi Monorail,Pengadaan Langsung,21.028.479.0-423.000,CV. METRIC,Jl. Rereng Adumanis No. 51,124784000,124767500,124756500,CV. METRIC Jl. Rereng Adumanis No. 51,21.028.479.0-423.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 8,Dinas Pendidikan,68034000,009/PPBJ-PPBL.PBKB8/17.70/2014,Sewa Stand Pameran Agribisnis Expo & Belanja Bahan Pameran Agribisnis Expo,Pengadaan Langsung,03.219.744.4-444.000,CV. MITRA AMANAH,Komp GBA Blok B-4 No. 28,59904000,59564000,58764000,CV. MITRA AMANAH Komp GBA Blok B-4 No. 28,03.219.744.4-444.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 7,Dinas Pendidikan,68034000,009/PPBJ-PPBL.PBKB7/17.70/2014,"Pengadaan Bibit, Sarana dan Prasarana Produksi Kampung Ikan Lele",Pengadaan Langsung,31.700.633.6-423.000,CV. KAHFI INDONESIA,Jl. Palem II No.31 RT.002 RW.013 Coblong,99913750,99171600,98603250,CV. KAHFI INDONESIA Jl. Palem II No.31 RT.002 RW.013 Coblong,31.700.633.6-423.000
Belanja Alat Tulis Kantor UPT 1-10 Triwulan 3 dan 4,Dinas Pendidikan,196099200,029/PPK-PPPL/18-02/2014,Belanja Makan dan Minum Kegiatan,Pengadaan Langsung,01.372.288.9-428.002,PT. BRAJATAMA,Jl. Bungur no.2,60000000,59200000,58800000,PT. BRAJATAMA Jl. Bungur no.2,01.372.288.9-428.002
Belanja Pakaian Dinas Harian warna bebas SMP Negeri 32 & Belanja Pakaian Olah Raga & Belanja Pakaian Perlindungan Masyarakat (Linmas) & Belanja Pakaian Dinas Harian SMP Negeri 32,Dinas Pendidikan,56988250,009/PPBJ-PPBL.SMPN32/PKN/23.11/2014,Peningkatan Jalan Lingkungan Jl. Sekepanjang I Kel. Cikutra (Paket 2),Pengadaan Langsung,02.789.492.2-429.000,CV. DORO SEJATI NBK,Jl.Komplek Permata Rancasawo B-15,99811523,99129200,98882090,CV. DORO SEJATI NBK Jl.Komplek Permata Rancasawo B-15,02.789.492.2-429.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 11,Dinas Pendidikan,68310000,009/PPBJ-PPBL.PBKB11/17.70/2014,Peningkatan Jalan Lingkungan Rt. 01/09 Kel. Cigadung (Paket 3),Pengadaan Langsung,02.203.416.9-429.000,CV. CIPTA GEMA PERDANA,Komp. Pasanggrahan Indah Blok I No. 12 Bandung,99679843,99101130,98860000,CV. CIPTA GEMA PERDANA Komp. Pasanggrahan Indah Blok I No. 12 Bandung,02.203.416.9-429.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 12,Dinas Pendidikan,68310000,009/PPBJ-PPBL.PBKB12/17.70/2014,"Peningkatan jalan lingkungan Rw 02, Kel. Neglasari (Zona-A) (paket 4)",Pengadaan Langsung,02.203.633.6-429.000,CV. CIPTA DERMA BANGSA,Komp. Pasanggrahan Indah Blok I No. 12 Bandung,99803299,99067740,98924740,CV. CIPTA DERMA BANGSA Komp. Pasanggrahan Indah Blok I No. 12 Bandung,02.203.633.6-429.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 13,Dinas Pendidikan,68379000,009/PPBJ-PPBL.PBKB13/17.70/2014,"Peningkatan jalan lingkungan Jl. Cibuntu Barat, RW 09, Zona B ( Paket 46 )",Pengadaan Langsung,02.235.018.5-424.000,CV. RIZKYA MARTHIN,Jl. M. Toha Gg. Mulya I No 7,83015398,82766250,81839330,CV. RIZKYA MARTHIN Jl. M. Toha Gg. Mulya I No 7,02.235.018.5-424.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 14,Dinas Pendidikan,68379000,009/PPBJ-PPBL.PBKB14/17.70/2014,"Peningkatan jalan lingkungan Jl. Gagak Wetan RT 03 RW 04, Kel. Cisurupan (Paket 17)",Pengadaan Langsung,01.118.363.9-422.000,CV. INTAN PUTERA,"Jl. Leuwi Panjang, Gg. Rukun Sari II No.42A",94778342,93854850,92919850,"CV. INTAN PUTERA Jl. Leuwi Panjang, Gg. Rukun Sari II No.42A",01.118.363.9-422.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 15,Dinas Pendidikan,68448000,009/PPBJ-PPBL.PBKB15/17.70/2014,Peningkatan jalan lingkungan Jl. Simpang RW. 07 Kel. Babakan Surabaya (paket 29),Pengadaan Langsung,01.883.866.4-424.000,ADVINDO BUANA KARYA,Jl. Pasundan No. 127,99789058,99289790,97821010,ADVINDO BUANA KARYA Jl. Pasundan No. 127,01.883.866.4-424.000
Belanja makanan dan minuman kegiatan Pendidikan Budaya dan Karakter Bangsa Paket 16,Dinas Pendidikan,68448000,009/PPBJ-PPBL.PBKB16/17.70/2014,Peningkatan jalan lingkungan (Type 2 Jalan lingkungan+Drainase) Paket 46 Jl. Kp. Ranca Bayawak Rw. 02 Kel. Cisaranten Kulon Kec. Gedebage,Pengadaan Langsung,01.455.639.3-424.000,CV. SUNDA JAYASAKTI,Jalan Saledri No 31 Bandung 40263,149805343,148837740,146720620,CV. SUNDA JAYASAKTI Jalan Saledri No 31 Bandung 40263,01.455.639.3-424.000
Belanja makanan dan minuman Latihan Kepemimpinan Siswa / Bela Negara Paket 1,Dinas Pendidikan,70125000,009/PPBJ-PPBL.LKS1/17.70/2014,Peningkatan jalan lingkungan (Type 2 Jalan lingkungan+Drainase) Paket 42 Jl. Mayang Arum Rt. 02/05 Kel. Pasir Endah Kec. Ujungberung,Pengadaan Langsung,31.642.137.9-424.000,CV PUTRA HERMANSYAH ABADI,Jl.Cidurian Utara No.21,149976802,148951480,141522710,CV PUTRA HERMANSYAH ABADI Jl.Cidurian Utara No.21,31.642.137.9-424.000
Belanja makanan dan minuman Latihan Kepemimpinan Siswa / Bela Negara Paket 2,Dinas Pendidikan,70125000,009/PPBJ-PPBL.LKS2/17.70/2014,Peningkatan jalan lingkungan (Type 2 Jalan lingkungan+Drainase) Paket 41 Rw. 07 Kel. Cigending Kec. Ujungberung,Pengadaan Langsung,02.778.581.5-423.000,CV. TIWA MEKAR,jl. sukasirna II No. 135/139A Bandung,149539938,148543200,146725580,CV. TIWA MEKAR jl. sukasirna II No. 135/139A Bandung,02.778.581.5-423.000
